Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDL03,3196.0,OUT049
DRL59,928.0,OUT049
DRM11,5560.0,OUT027
FDA43,3172.0,OUT049
FDZ56,828.0,OUT010
FDI44,996.0,OUT018
FDB50,1344.0,OUT013
FDU15,-1288.0,OUT019
NCJ19,-992.0,OUT019
FDD48,1884.0,OUT013
NCW42,3536.0,OUT035
FDL24,2884.0,OUT017
NCB30,3140.0,OUT013
FDK25,2756.0,OUT013
FDW28,3104.0,OUT049
FDD47,2868.0,OUT017
FDK16,-472.0,OUT019
FDW37,1564.0,OUT046
FDA48,3548.0,OUT035
FDA14,2380.0,OUT017
FDV15,1660.0,OUT013
FDN22,4044.0,OUT049
NCD55,732.0,OUT045
FDY43,2708.0,OUT013
NCU05,1380.0,OUT017
FDF10,2436.0,OUT035
FDR39,2644.0,OUT018
FDG40,576.0,OUT013
FDZ28,112.0,OUT019
FDE02,1604.0,OUT045
FDU60,2764.0,OUT049
FDM21,4088.0,OUT013
FDV52,-64.0,OUT019
NCW06,3048.0,OUT013
FDX36,3648.0,OUT035
FDT35,4164.0,OUT027
NCL19,408.0,OUT010
NCD31,2636.0,OUT046
FDE53,-224.0,OUT019
FDW58,-204.0,OUT019
DRF48,2960.0,OUT046
FDW57,2884.0,OUT035
DRH13,1756.0,OUT017
FDT33,2736.0,OUT013
DRK47,5012.0,OUT027
FDY22,420.0,OUT010
FDC35,1388.0,OUT019
FDO03,3676.0,OUT013
FDF24,1420.0,OUT045
FDF56,2628.0,OUT018
FDD28,952.0,OUT013
FDG53,3688.0,OUT027
FDO27,-352.0,OUT019
NCF54,2428.0,OUT018
FDC20,2388.0,OUT027
FDU10,724.0,OUT046
DRA24,2320.0,OUT018
FDA02,428.0,OUT010
FDG10,1068.0,OUT017
FDW39,996.0,OUT010
FDP04,-888.0,OUT019
NCM55,2968.0,OUT013
FDG47,4196.0,OUT045
NCU41,3128.0,OUT017
NCK31,948.0,OUT017
FDZ46,1812.0,OUT045
FDU13,3852.0,OUT027
NCF19,860.0,OUT045
NCJ43,2744.0,OUT013
NCJ05,2504.0,OUT045
FDS04,3664.0,OUT027
FDX28,-296.0,OUT010
FDB41,2232.0,OUT027
FDG53,2272.0,OUT046
FDL15,556.0,OUT010
FDQ08,1100.0,OUT049
DRN36,1548.0,OUT013
FDI46,4016.0,OUT013
FDG16,4816.0,OUT027
FDV32,1068.0,OUT013
FDF44,284.0,OUT010
FDK04,632.0,OUT018
NCA41,3096.0,OUT013
FDD51,772.0,OUT017
NCZ53,3044.0,OUT045
FDP01,3936.0,OUT027
FDY25,2964.0,OUT049
FDB17,2552.0,OUT018
NCV54,1612.0,OUT018
FDJ32,1132.0,OUT017
FDA37,2116.0,OUT049
FDG35,2888.0,OUT035
NCM05,3920.0,OUT018
FDG45,3420.0,OUT046
FDH28,696.0,OUT013
NCE18,3940.0,OUT049
FDH38,1988.0,OUT045
FDR56,3220.0,OUT013
FDH17,3024.0,OUT027
FDD39,3448.0,OUT049
FDB41,840.0,OUT049
NCR53,3568.0,OUT046
FDX46,1076.0,OUT017
FDV28,648.0,OUT049
FDA08,2404.0,OUT018
FDH45,844.0,OUT017
NCS38,-92.0,OUT010
FDD40,1192.0,OUT010
DRM59,2488.0,OUT035
NCJ43,2484.0,OUT018
NCN29,872.0,OUT013
NCC19,3056.0,OUT045
FDR56,3220.0,OUT035
FDZ43,3916.0,OUT049
FDJ32,-844.0,OUT010
DRH03,1544.0,OUT017
NCZ54,2632.0,OUT035
FDE26,2444.0,OUT017
FDS03,1100.0,OUT045
DRZ24,-64.0,OUT019
FDO48,4988.0,OUT027
FDW39,2860.0,OUT049
NCK05,1068.0,OUT049
NCK30,4072.0,OUT017
FDT27,3472.0,OUT018
FDS08,900.0,OUT019
NCJ19,960.0,OUT049
FDC58,780.0,OUT045
DRE37,2956.0,OUT013
FDW02,2092.0,OUT035
FDJ02,572.0,OUT010
FDX09,2860.0,OUT045
FDT31,1132.0,OUT010
FDI24,2860.0,OUT049
FDY09,2852.0,OUT045
FDV28,648.0,OUT045
DRM47,3060.0,OUT049
FDT52,1968.0,OUT019
FDI48,648.0,OUT018
FDY55,4148.0,OUT017
FDU48,2136.0,OUT013
FDN25,1028.0,OUT045
FDP20,2092.0,OUT049
FDJ15,2968.0,OUT013
FDD04,1920.0,OUT018
FDY58,3684.0,OUT045
FDR37,2692.0,OUT018
FDF44,2148.0,OUT013
FDD32,1444.0,OUT045
FDR57,2612.0,OUT017
DRG39,2324.0,OUT027
FDX15,2600.0,OUT017
DRN37,2632.0,OUT045
FDW40,3712.0,OUT027
FDB32,1580.0,OUT049
FDM40,1968.0,OUT018
FDE39,3356.0,OUT027
DRH49,1376.0,OUT017
FDT46,876.0,OUT049
NCF06,4104.0,OUT035
FDP07,3196.0,OUT017
FDC04,3788.0,OUT013
FDZ32,1804.0,OUT017
FDD50,2784.0,OUT045
FDU56,3028.0,OUT017
FDV34,1308.0,OUT017
NCY41,656.0,OUT013
NCK18,2652.0,OUT046
DRH25,868.0,OUT049
FDT57,3812.0,OUT046
FDV56,1500.0,OUT018
FDV12,1664.0,OUT045
FDN52,1512.0,OUT017
FDX38,864.0,OUT035
FDE47,1728.0,OUT018
NCO07,3384.0,OUT013
FDV09,3860.0,OUT027
FDZ23,1044.0,OUT019
DRH51,1108.0,OUT018
NCY54,2736.0,OUT045
DRG49,3860.0,OUT013
NCC19,3060.0,OUT049
NCV53,3868.0,OUT045
FDZ47,-256.0,OUT019
NCO26,1524.0,OUT018
NCP02,1032.0,OUT045
NCW30,3796.0,OUT018
NCN55,3852.0,OUT046
FDB20,-636.0,OUT010
DRL11,2504.0,OUT013
DRD60,2892.0,OUT045
FDW14,-460.0,OUT010
FDL27,-792.0,OUT010
FDU09,676.0,OUT018
DRH36,2632.0,OUT027
FDP34,3932.0,OUT027
FDE04,2928.0,OUT017
FDZ57,3580.0,OUT027
FDF02,-172.0,OUT010
FDG28,3936.0,OUT045
NCI31,640.0,OUT046
FDT43,916.0,OUT013
FDU20,2044.0,OUT046
FDD53,728.0,OUT013
FDW15,2472.0,OUT045
NCT53,2640.0,OUT045
NCG55,3272.0,OUT027
FDD48,1904.0,OUT035
FDG47,4232.0,OUT049
FDI21,1164.0,OUT017
FDT27,3824.0,OUT017
DRO35,1884.0,OUT013
FDD33,3772.0,OUT017
FDC04,3860.0,OUT035
FDY34,2680.0,OUT013
DRJ49,2044.0,OUT049
FDE05,2344.0,OUT049
FDU31,3604.0,OUT017
NCN19,4448.0,OUT027
FDK56,4404.0,OUT027
FDK58,1780.0,OUT017
NCJ42,1696.0,OUT035
FDZ34,4536.0,OUT027
FDA52,2512.0,OUT018
NCR29,948.0,OUT013
FDT48,3240.0,OUT035
DRJ51,1648.0,OUT019
NCS54,2836.0,OUT046
FDV01,2600.0,OUT035
DRG51,4024.0,OUT027
NCG42,2112.0,OUT013
FDA51,1872.0,OUT049
FDV19,716.0,OUT010
NCT18,2916.0,OUT045
NCS41,2980.0,OUT045
FDO03,3688.0,OUT046
FDL12,-848.0,OUT010
FDY37,492.0,OUT010
FDI58,1564.0,OUT049
FDT28,2072.0,OUT018
NCC42,328.0,OUT010
FDO01,2228.0,OUT017
FDJ02,2452.0,OUT013
FDQ04,400.0,OUT018
DRL47,2024.0,OUT013
FDZ32,1828.0,OUT035
FDC35,3372.0,OUT035
FDX14,1204.0,OUT045
FDZ35,1728.0,OUT013
FDL14,2588.0,OUT013
FDO04,928.0,OUT049
DRK11,2464.0,OUT017
FDB44,3084.0,OUT018
FDZ50,2960.0,OUT049
FDI12,2924.0,OUT027
FDU43,3884.0,OUT017
FDD58,-308.0,OUT010
FDB27,3140.0,OUT017
FDB04,1112.0,OUT018
NCO17,1928.0,OUT013
FDL12,1072.0,OUT017
DRJ13,2544.0,OUT049
FDD57,1636.0,OUT045
FDW19,1892.0,OUT035
DRD27,1308.0,OUT018
FDH27,3728.0,OUT027
NCW30,5536.0,OUT027
FDR40,1040.0,OUT018
FDG05,2520.0,OUT013
NCY41,-1328.0,OUT019
FDI38,3076.0,OUT018
FDR20,828.0,OUT046
FDE09,1860.0,OUT017
FDN50,-308.0,OUT019
DRF27,2440.0,OUT045
DRF51,612.0,OUT013
NCO02,-824.0,OUT019
FDB51,2440.0,OUT027
FDJ50,956.0,OUT013
FDN52,1400.0,OUT013
FDX14,1232.0,OUT013
FDT27,1832.0,OUT019
FDV10,752.0,OUT013
FDU33,820.0,OUT046
FDU58,3028.0,OUT046
NCP42,4524.0,OUT027
FDL51,4836.0,OUT027
DRH15,2172.0,OUT027
FDU16,1480.0,OUT017
FDW15,2504.0,OUT017
FDQ44,2036.0,OUT045
NCI06,4288.0,OUT027
DRK23,2036.0,OUT019
FDC28,1800.0,OUT035
NCY17,-1212.0,OUT019
NCV05,2176.0,OUT018
FDM34,188.0,OUT019
DRD60,4312.0,OUT027
FDT38,1400.0,OUT046
FDQ57,2044.0,OUT018
FDE59,2104.0,OUT027
NCM43,2648.0,OUT046
DRI51,2720.0,OUT049
NCG30,2052.0,OUT017
NCK54,1880.0,OUT035
FDQ16,-192.0,OUT019
FDI36,3192.0,OUT013
FDX16,3800.0,OUT027
FDA34,2848.0,OUT046
FDJ48,3644.0,OUT018
FDU47,2280.0,OUT035
FDS39,2324.0,OUT046
FDD11,4052.0,OUT046
FDM16,2664.0,OUT027
FDU56,2644.0,OUT018
FDQ32,2100.0,OUT017
DRK35,672.0,OUT013
FDA58,3732.0,OUT049
DRG48,324.0,OUT019
FDT59,1772.0,OUT010
FDQ31,-428.0,OUT019
FDS51,772.0,OUT018
FDW32,2916.0,OUT027
FDI15,5572.0,OUT027
NCV30,1084.0,OUT017
DRG25,2968.0,OUT049
FDT02,568.0,OUT013
FDO33,3284.0,OUT027
FDP38,960.0,OUT035
FDZ45,3196.0,OUT035
NCA54,4292.0,OUT027
FDU33,860.0,OUT017
FDN58,3812.0,OUT017
FDI05,1280.0,OUT045
FDM57,-556.0,OUT019
NCS42,2876.0,OUT027
FDB57,3620.0,OUT045
FDC03,3152.0,OUT045
FDZ58,1960.0,OUT013
NCK29,2032.0,OUT045
NCR53,3592.0,OUT045
FDE26,3812.0,OUT027
FDU52,2464.0,OUT049
FDE41,2816.0,OUT027
FDU38,2692.0,OUT018
FDA52,2880.0,OUT017
FDW46,1148.0,OUT046
DRI59,3600.0,OUT035
FDT38,1404.0,OUT035
FDL33,2828.0,OUT018
FDQ01,5512.0,OUT027
FDJ08,3076.0,OUT046
FDQ47,652.0,OUT049
NCZ18,3964.0,OUT013
FDE29,1040.0,OUT017
FDF10,3820.0,OUT027
FDC48,1400.0,OUT049
FDY58,3648.0,OUT013
NCX30,2012.0,OUT010
FDV11,2848.0,OUT013
FDT46,876.0,OUT046
DRD01,-1020.0,OUT019
FDQ11,4092.0,OUT013
NCM41,1584.0,OUT017
NCC55,624.0,OUT013
FDG45,4852.0,OUT027
NCQ54,2684.0,OUT049
FDM34,2124.0,OUT045
FDD17,1800.0,OUT019
FDN38,5472.0,OUT027
FDB53,2048.0,OUT018
NCL06,4172.0,OUT035
NCV18,-632.0,OUT019
FDX25,2964.0,OUT013
FDB39,916.0,OUT046
FDC33,3212.0,OUT049
NCO14,448.0,OUT018
FDA58,5196.0,OUT027
NCQ02,3020.0,OUT017
NCR53,3656.0,OUT017
FDN52,1464.0,OUT046
FDG26,4132.0,OUT046
FDE23,2316.0,OUT027
DRI37,948.0,OUT013
DRH37,2320.0,OUT018
FDO01,2176.0,OUT035
FDK45,2036.0,OUT049
FDP23,3464.0,OUT049
FDM33,3532.0,OUT035
FDD36,2012.0,OUT017
FDL56,1476.0,OUT017
FDT27,1880.0,OUT010
FDG52,800.0,OUT017
NCL42,3892.0,OUT035
DRJ24,2928.0,OUT046
FDV38,868.0,OUT046
FDT35,2768.0,OUT045
FDY51,3516.0,OUT045
FDC37,1796.0,OUT017
NCP43,2920.0,OUT013
FDO33,1844.0,OUT045
FDW04,1824.0,OUT018
NCC31,2484.0,OUT046
FDK22,3468.0,OUT049
FDJ50,1036.0,OUT017
FDV13,1612.0,OUT017
DRL60,2456.0,OUT017
FDW03,1796.0,OUT017
FDY27,2844.0,OUT035
FDB39,2320.0,OUT027
FDU59,2608.0,OUT045
FDZ57,2148.0,OUT049
FDO21,3636.0,OUT049
FDS43,2724.0,OUT018
FDU28,1112.0,OUT010
FDC51,76.0,OUT010
FDW16,-376.0,OUT010
FDP32,132.0,OUT010
FDB60,1180.0,OUT019
NCQ30,1936.0,OUT046
FDD26,3048.0,OUT049
FDI44,1316.0,OUT045
DRH23,928.0,OUT046
FDO44,1820.0,OUT046
FDG04,2992.0,OUT046
FDM32,2964.0,OUT027
FDM09,2752.0,OUT013
FDZ47,1660.0,OUT013
FDM40,3696.0,OUT027
FDY48,1728.0,OUT017
NCM30,744.0,OUT045
FDX36,1704.0,OUT010
DRF03,712.0,OUT017
FDN51,4184.0,OUT049
FDM57,1444.0,OUT049
FDB35,1624.0,OUT049
FDY13,2772.0,OUT027
FDA37,2176.0,OUT017
NCX53,2356.0,OUT017
FDD59,1112.0,OUT018
FDX10,-1284.0,OUT019
FDC03,2816.0,OUT018
FDW43,3700.0,OUT035
FDW10,2844.0,OUT046
FDY14,5560.0,OUT027
FDV43,820.0,OUT045
FDO40,2400.0,OUT013
FDP46,2932.0,OUT027
NCE43,712.0,OUT019
FDD05,1968.0,OUT035
FDJ60,792.0,OUT010
DRE27,1220.0,OUT018
FDO11,4040.0,OUT035
DRG11,3156.0,OUT027
FDK33,1532.0,OUT010
DRM23,2728.0,OUT045
FDJ02,3872.0,OUT027
NCZ05,1732.0,OUT045
NCL30,2028.0,OUT013
FDZ19,2492.0,OUT018
FDM45,1996.0,OUT049
FDO36,2876.0,OUT046
NCK31,904.0,OUT045
DRJ37,2444.0,OUT045
FDP24,1652.0,OUT018
FDF46,1864.0,OUT013
FDX46,-932.0,OUT019
NCL18,3080.0,OUT045
FDJ26,3468.0,OUT013
FDJ07,1908.0,OUT045
FDY15,2476.0,OUT013
DRG01,1228.0,OUT045
FDF58,1124.0,OUT045
FDZ14,12.0,OUT019
FDP31,1156.0,OUT049
FDH45,788.0,OUT013
FDA09,964.0,OUT010
FDW31,3260.0,OUT035
FDA57,740.0,OUT046
NCE55,2824.0,OUT035
FDC17,1416.0,OUT019
FDC59,1164.0,OUT013
FDA22,2728.0,OUT013
FDK52,3592.0,OUT035
NCM26,2480.0,OUT046
NCT53,2704.0,OUT035
FDW45,2100.0,OUT018
NCI18,3560.0,OUT035
FDE38,2376.0,OUT018
FDF08,-436.0,OUT019
FDY58,1748.0,OUT010
FDF58,-876.0,OUT019
FDX39,3452.0,OUT017
FDB44,3404.0,OUT049
FDF28,2056.0,OUT013
FDE39,1872.0,OUT013
FDT37,3764.0,OUT018
FDZ45,3236.0,OUT017
FDO40,2440.0,OUT035
FDM57,2884.0,OUT027
DRG36,2756.0,OUT017
FDY36,-696.0,OUT010
DRL60,3828.0,OUT027
FDS25,-96.0,OUT019
DRF49,3204.0,OUT027
FDP16,3904.0,OUT045
FDS60,2924.0,OUT049
FDU15,2152.0,OUT027
FDK43,2076.0,OUT046
FDN25,1064.0,OUT046
FDE53,1704.0,OUT049
FDB22,2496.0,OUT013
FDE39,1964.0,OUT017
FDX35,3664.0,OUT035
NCG54,2700.0,OUT049
FDH27,2344.0,OUT035
NCK42,3416.0,OUT013
FDS25,1852.0,OUT049
FDI10,2500.0,OUT018
FDU35,1656.0,OUT035
FDI04,3248.0,OUT017
DRK23,4008.0,OUT035
FDB53,376.0,OUT019
FDY02,4160.0,OUT049
FDM60,784.0,OUT035
NCJ31,1868.0,OUT010
DRP35,2084.0,OUT017
NCQ30,1660.0,OUT018
DRL11,616.0,OUT010
FDU01,3048.0,OUT013
FDR39,2932.0,OUT035
FDO08,2724.0,OUT046
FDC02,4216.0,OUT045
NCZ29,2096.0,OUT035
FDF29,224.0,OUT010
FDZ23,3092.0,OUT017
NCU53,2340.0,OUT018
NCW30,4080.0,OUT013
NCM26,3924.0,OUT027
FDV50,3368.0,OUT027
FDW15,2412.0,OUT049
FDI35,4396.0,OUT027
FDO11,4036.0,OUT017
FDN48,1536.0,OUT046
NCA17,2428.0,OUT049
NCN54,1300.0,OUT013
FDP22,880.0,OUT013
NCB54,2080.0,OUT035
FDD08,716.0,OUT045
DRM48,-1332.0,OUT010
FDG41,3232.0,OUT027
FDE44,2268.0,OUT027
FDE26,2392.0,OUT035
NCS38,1812.0,OUT013
NCJ54,3336.0,OUT018
FDI40,-352.0,OUT019
FDN45,3260.0,OUT018
FDU43,3876.0,OUT046
FDI04,1248.0,OUT010
NCC07,1396.0,OUT018
NCC07,-260.0,OUT019
NCD18,3680.0,OUT045
FDU55,4164.0,OUT035
FDX59,648.0,OUT035
FDR52,3072.0,OUT049
NCP17,1076.0,OUT013
FDQ32,2068.0,OUT045
NCT17,3020.0,OUT049
FDO10,1036.0,OUT049
FDE32,684.0,OUT049
FDN44,2588.0,OUT045
FDH02,1580.0,OUT035
FDK60,1656.0,OUT013
FDS24,-484.0,OUT019
FDL03,1308.0,OUT010
FDB46,4852.0,OUT027
FDO48,3604.0,OUT049
FDZ39,1752.0,OUT049
FDT02,2024.0,OUT027
FDC50,1588.0,OUT013
FDP39,920.0,OUT035
DRG15,668.0,OUT018
FDP10,1388.0,OUT018
FDF53,4344.0,OUT027
FDN34,2796.0,OUT045
FDK02,2020.0,OUT045
FDC23,2896.0,OUT045
FDJ10,324.0,OUT019
FDE53,1760.0,OUT035
FDR25,4332.0,OUT035
FDW50,2628.0,OUT046
FDS09,924.0,OUT049
FDW49,980.0,OUT010
FDU51,2912.0,OUT046
FDF28,1752.0,OUT018
NCY30,2560.0,OUT018
FDD44,4196.0,OUT045
FDX09,2892.0,OUT017
NCF30,2004.0,OUT013
FDZ50,1004.0,OUT019
FDW37,1512.0,OUT013
FDD11,4096.0,OUT049
DRH39,912.0,OUT018
FDA36,2968.0,OUT049
NCG43,1504.0,OUT049
FDF02,1768.0,OUT035
FDP57,3100.0,OUT027
NCE42,3732.0,OUT017
NCR38,5412.0,OUT027
FDP03,112.0,OUT019
FDO51,816.0,OUT035
NCQ42,2072.0,OUT046
NCM41,1516.0,OUT046
FDH48,2840.0,OUT027
DRF60,3724.0,OUT046
FDJ27,1728.0,OUT035
FDQ14,2388.0,OUT013
FDN27,1992.0,OUT017
NCQ02,3008.0,OUT046
FDJ33,2060.0,OUT049
FDP07,4572.0,OUT027
DRE01,3780.0,OUT049
FDU36,1664.0,OUT045
FDL28,3704.0,OUT017
NCX53,2296.0,OUT046
FDZ39,1748.0,OUT013
NCP42,3104.0,OUT013
FDJ14,1460.0,OUT035
FDK04,928.0,OUT049
NCC19,3136.0,OUT017
FDS09,620.0,OUT018
FDZ02,1644.0,OUT046
FDD35,1712.0,OUT018
NCY42,2360.0,OUT017
FDB05,3912.0,OUT045
FDF20,3172.0,OUT035
NCO41,1300.0,OUT018
FDC40,2748.0,OUT027
FDV58,3172.0,OUT045
FDZ57,2164.0,OUT045
DRM35,2860.0,OUT046
DRN36,1200.0,OUT018
FDQ13,1452.0,OUT046
DRO35,-48.0,OUT010
NCD43,1720.0,OUT035
FDA51,1532.0,OUT018
NCX17,5128.0,OUT027
NCZ17,700.0,OUT049
FDR11,4000.0,OUT027
FDW34,3884.0,OUT049
FDN50,1668.0,OUT017
FDS09,908.0,OUT046
FDS48,2140.0,OUT018
FDL44,2660.0,OUT049
DRF48,2652.0,OUT018
FDA14,2044.0,OUT018
NCD30,1572.0,OUT049
FDI16,936.0,OUT017
NCG06,4116.0,OUT035
DRZ24,1936.0,OUT035
NCS17,1584.0,OUT045
FDB37,3908.0,OUT045
FDE10,2164.0,OUT035
FDC57,3148.0,OUT045
FDM12,2744.0,OUT018
FDE24,2276.0,OUT049
FDW22,3572.0,OUT045
DRD01,2332.0,OUT027
NCZ18,5412.0,OUT027
FDN49,796.0,OUT045
FDR22,1924.0,OUT035
FDV08,-1172.0,OUT019
FDY39,3016.0,OUT046
FDV36,2060.0,OUT049
FDO60,820.0,OUT045
FDU04,3400.0,OUT027
FDR20,2308.0,OUT027
FDW19,-100.0,OUT019
FDU40,3088.0,OUT049
FDK15,1624.0,OUT045
DRF15,2444.0,OUT035
FDQ25,2924.0,OUT017
FDI48,-1016.0,OUT019
FDS49,1332.0,OUT046
FDV22,2596.0,OUT046
NCV42,1768.0,OUT046
FDX26,2920.0,OUT046
FDI33,1180.0,OUT018
FDZ14,1976.0,OUT049
FDG10,1000.0,OUT013
FDM38,640.0,OUT018
FDG26,5544.0,OUT027
FDH46,1732.0,OUT035
FDN13,1344.0,OUT018
FDU57,2476.0,OUT035
NCI06,2864.0,OUT046
FDM38,1000.0,OUT045
NCG42,156.0,OUT010
FDL39,2908.0,OUT045
FDT31,1124.0,OUT019
FDV59,3448.0,OUT013
FDB49,1724.0,OUT035
FDD58,1676.0,OUT049
DRN59,776.0,OUT046
FDX48,2528.0,OUT049
FDQ11,4080.0,OUT049
FDY12,936.0,OUT049
FDQ11,4112.0,OUT045
DRI11,1924.0,OUT017
FDY32,4060.0,OUT027
FDS51,1056.0,OUT045
FDR19,444.0,OUT010
DRB13,2724.0,OUT018
FDS21,1132.0,OUT035
FDQ40,2856.0,OUT045
NCE55,2784.0,OUT013
FDX43,4100.0,OUT027
FDS12,2032.0,OUT049
DRK01,2936.0,OUT027
FDN25,1060.0,OUT017
FDB60,3132.0,OUT046
FDQ13,1492.0,OUT017
DRK13,3112.0,OUT045
DRF25,284.0,OUT018
NCD42,-1252.0,OUT019
FDW25,1468.0,OUT045
NCV29,4308.0,OUT027
NCK42,3428.0,OUT035
DRJ13,3928.0,OUT027
DRD15,3716.0,OUT017
FDM27,2568.0,OUT045
FDZ50,2644.0,OUT018
FDC04,3828.0,OUT046
FDF50,3176.0,OUT049
FDP15,4120.0,OUT045
FDK46,4140.0,OUT035
FDZ56,2428.0,OUT018
FDY60,2372.0,OUT049
FDB10,3796.0,OUT035
FDR57,2572.0,OUT045
FDU58,3044.0,OUT049
FDH02,1560.0,OUT046
FDP48,2960.0,OUT013
FDI46,4036.0,OUT035
FDW56,3108.0,OUT013
NCM19,-80.0,OUT010
FDS50,4916.0,OUT027
FDK24,772.0,OUT013
FDO36,2952.0,OUT017
FDK45,3468.0,OUT027
NCL05,804.0,OUT045
FDL32,1588.0,OUT018
FDA28,2072.0,OUT049
FDY36,952.0,OUT018
FDP32,1764.0,OUT018
FDL50,2092.0,OUT046
DRC24,2412.0,OUT049
NCS18,1788.0,OUT017
FDD16,1288.0,OUT017
NCV18,1368.0,OUT013
FDX07,3020.0,OUT046
NCZ05,3132.0,OUT027
NCI31,656.0,OUT013
FDK14,1432.0,OUT049
NCR06,756.0,OUT045
NCF54,2768.0,OUT049
DRG23,484.0,OUT010
FDD53,744.0,OUT046
NCM31,3684.0,OUT027
FDT16,4224.0,OUT017
FDR40,1360.0,OUT035
DRG25,2968.0,OUT017
FDT10,1100.0,OUT035
FDY32,2644.0,OUT013
FDN50,1652.0,OUT035
FDZ35,-220.0,OUT019
NCP54,1984.0,OUT045
NCD07,1832.0,OUT035
FDS02,2824.0,OUT018
DRN59,508.0,OUT018
DRB24,2460.0,OUT013
FDP37,3488.0,OUT027
DRB01,2688.0,OUT018
FDR47,3120.0,OUT046
NCM31,368.0,OUT010
NCF06,5520.0,OUT027
NCV17,3540.0,OUT027
FDS10,2884.0,OUT049
FDN52,1472.0,OUT035
FDZ48,1852.0,OUT013
FDJ48,3964.0,OUT049
DRB13,4468.0,OUT027
FDV59,3496.0,OUT017
FDL32,1892.0,OUT035
FDZ12,2324.0,OUT035
NCR06,2136.0,OUT027
FDP51,2036.0,OUT017
FDY22,2320.0,OUT013
FDZ38,2720.0,OUT049
NCO54,948.0,OUT035
FDR23,2820.0,OUT035
FDM38,1016.0,OUT049
FDS25,1896.0,OUT013
FDZ22,1384.0,OUT013
FDZ20,2108.0,OUT019
FDD45,-348.0,OUT010
FDN03,4012.0,OUT049
NCW30,4092.0,OUT046
FDY24,2408.0,OUT027
FDJ26,1500.0,OUT019
FDM15,2504.0,OUT049
NCW54,2380.0,OUT027
FDA23,1676.0,OUT045
FDA39,-1244.0,OUT019
FDZ12,2380.0,OUT017
NCB42,1900.0,OUT046
FDL16,768.0,OUT046
FDO24,616.0,OUT019
NCP42,3076.0,OUT046
FDR19,2108.0,OUT018
DRL01,3732.0,OUT045
FDV37,3268.0,OUT046
FDI41,464.0,OUT010
FDF58,1076.0,OUT049
NCF43,1960.0,OUT018
FDN02,3336.0,OUT049
NCP41,1800.0,OUT035
NCY17,2204.0,OUT027
FDL58,5676.0,OUT027
NCA30,4400.0,OUT027
FDE46,2132.0,OUT018
FDY38,3700.0,OUT035
NCH29,3008.0,OUT027
FDO20,4092.0,OUT045
FDP44,1436.0,OUT018
FDM02,2976.0,OUT027
FDJ14,2836.0,OUT027
FDH04,-424.0,OUT010
DRK23,4004.0,OUT046
NCW05,1740.0,OUT046
FDF12,2372.0,OUT049
FDL51,1440.0,OUT019
FDN03,3708.0,OUT018
DRJ37,2384.0,OUT049
FDM12,1100.0,OUT019
FDA16,3536.0,OUT045
NCB07,3172.0,OUT017
NCI17,-388.0,OUT019
FDR51,2440.0,OUT046
FDJ55,3660.0,OUT045
NCZ17,684.0,OUT013
FDU25,1060.0,OUT013
NCG18,1708.0,OUT045
DRM11,4152.0,OUT017
FDH16,1520.0,OUT035
FDZ04,712.0,OUT018
NCX53,2340.0,OUT035
FDX38,2260.0,OUT027
FDX09,2852.0,OUT046
NCW05,1444.0,OUT018
NCS41,3012.0,OUT017
FDI26,2904.0,OUT046
NCZ41,3472.0,OUT027
NCK06,1980.0,OUT046
FDX23,3020.0,OUT027
NCA42,2520.0,OUT046
FDC20,964.0,OUT049
DRC49,1968.0,OUT018
FDX01,1952.0,OUT013
FDC08,3676.0,OUT045
FDC02,4212.0,OUT017
FDK10,2932.0,OUT045
DRC24,2424.0,OUT013
FDW16,-416.0,OUT019
NCU06,3320.0,OUT018
DRA59,2956.0,OUT045
FDR24,-424.0,OUT019
DRL35,440.0,OUT018
FDA49,1476.0,OUT013
NCC55,632.0,OUT046
DRD24,316.0,OUT019
NCE55,2800.0,OUT049
FDT33,2772.0,OUT045
NCT53,2636.0,OUT013
FDS26,4100.0,OUT046
FDL22,1212.0,OUT018
FDP44,1820.0,OUT017
FDC52,2112.0,OUT018
FDI53,648.0,OUT010
FDZ23,3044.0,OUT046
NCT18,2900.0,OUT013
FDR13,1996.0,OUT046
FDB09,132.0,OUT010
FDZ60,1772.0,OUT013
FDB11,3644.0,OUT046
FDC10,1676.0,OUT018
FDW56,3148.0,OUT035
FDK14,2860.0,OUT027
DRE27,2956.0,OUT027
FDA38,3848.0,OUT017
FDT11,3068.0,OUT045
FDP15,4116.0,OUT035
FDV27,1524.0,OUT035
FDS36,3248.0,OUT027
FDY40,2264.0,OUT027
NCF19,848.0,OUT049
FDF53,2952.0,OUT045
FDS14,3908.0,OUT027
FDE56,1124.0,OUT046
FDZ19,2884.0,OUT035
FDZ46,1824.0,OUT013
FDR16,3400.0,OUT046
FDG29,408.0,OUT018
NCE30,3440.0,OUT017
FDZ40,888.0,OUT046
FDG58,2228.0,OUT018
DRH03,1528.0,OUT013
FDZ47,1692.0,OUT045
FDV04,2224.0,OUT018
FDZ10,1740.0,OUT018
FDG46,1948.0,OUT017
NCF07,1628.0,OUT045
FDY44,3204.0,OUT035
FDB21,3860.0,OUT013
FDS20,2964.0,OUT035
FDS49,1372.0,OUT049
FDX55,4948.0,OUT027
NCQ02,2668.0,OUT018
FDR25,4268.0,OUT013
DRG39,912.0,OUT045
FDB46,3436.0,OUT046
